ItemCode,ItemName,Categoria,U_Divisi,U_Linea,U_Area,Lote,FechAdmis,Rango_Fechas,Cantidad,Costo,ValorStockTotal,CodBodega,NomBodega,Ancho,Peso,SubClasif,Proveedor,Observaciones,ClaseExpedicion,UMInv,Base_Mt2,Base_MT3,dias_recep,Fec_ult_vta,Fec_ult_consumo,Fecha_Ult_recep,U_Vendedor,U_Stock_minimo,U_Stock_reposicion,CardCode,CardName,ClienteItem,PlannedQty,CmpltQty,Comprometido,QtyUltFact
57872,LAMINADO 300MM PAPEL SEMIBRILLO L80 -P - G60 ARP,PROD. MAT.PRIMA,,,,"7277, 7568.5, 7687, 7687.1, 7687.2, 7687.3, 7687.4",2025-09-23,Error en procesamiento,8966.0,318.0603,2851729.0,"24, 04, 02","SALDO MATERIAS PRIMAS, PRODUCCION, MATERIAS PRIMAS E INSUMOS",330.0,0.0,SEMIBRILLO,ARCLAD,,Consignacion,MT2,,,5.0,,2025-11-24,2025-11-20,,3000.0,0.0,99588390-C,VIVOAGRO CHILE,,8800000.0,8704000.0,43152.0,0.0
57873,LAMINADO SINCLAIR B9392 250MM TYPE 28,PROD. MP.SINCLAIR,,,,,1900-01-01,Error en procesamiento,935098.9700000001,0.3815,356740.0,"54, 53, 52, 51, 50, 46, 38, 35, 42, 21, 20, 17, 08, 05, 01, 04","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, SERV.TECNICO SAMSON, SINCLAIR STOCK, RRHH, BODEGA GESLOG INTEGRAL, BODEGA DURAMET, TINTAS, POSCOSECHA MUESTRAS, BODEGA CLIENTES, MPRIMA SOBRE STOCK, RECLAMO PROVEEDOR, BODEGA COSTEO, PRODUCCION",250.0,0.0,,- Ningún fabricante -,,Consignacion,M2,,,28.0,,2025-10-28,2025-10-28,,0.0,0.0,,,,0.0,0.0,112000.0,0.0
57880,ETIQ.INDUST.I 30X30 BB60 DOLE CONTROL TEMPERATURA CEREZAS AE A2 C3 1S 6000ETR V1123 ( 2011164),INDUSTRIAL IMPRESAS,,,,15734,2025-10-28,Error en procesamiento,12.0,1225.25,14703.0,10,DIFERENCIAS DE INV. P.T.,0.0,0.0,,- Ningún fabricante -,,CONTRATO,MILES,1.46685,17.6022,28.0,2025-11-04,2025-10-28,2025-10-28,,0.0,0.0,94612000-C,DOLE CHILE S.A.,,200.0,204.0,50.0,120.0
57888,LAMINADO 160MM PAPEL SEMIBRILLO L80-PH-G60 ARP,PROD. MAT.PRIMA,,,,2771,2023-11-22,Error en procesamiento,632.0,325.7785,205892.0,02,MATERIAS PRIMAS E INSUMOS,330.0,0.0,SEMIBRILLO,ARCLAD,,Consignacion,MT2,,,734.0,,,2023-11-22,,0.0,0.0,76701440-C,PI BERRIES S.P.A,,850.0,836.0,0.0,0.0
579,ETIQ.INDUST.B 70 X 100 SEM AE /C3 1S 2.652ETR,INDUST. BLANCA,,,,"14217, 15545",2025-06-11,Error en procesamiento,952.068,3906.4216,3719179.0,03,PRODUCTOS TERMINADOS,0.0,0.0,,- Ningún fabricante -,CONTRATO,CONTRATO,MILES,8.273732,2018.658228,42.0,2025-10-16,2025-10-14,2025-10-14,,265.0,0.0,96972530-C,THE PROTEIN COMPANY SPA,,2641.392,2652.0,1430.016,2015.52
57907,TINTA UV VIOLET UFO4-0013 FLINT,PROD. TINTAS,,,,,1900-01-01,Error en procesamiento,59.5,29901.7983,1779157.0,"04, 03, 01, 02, 05, 06, 08, 07, 14, 13, 15, 16, 12, 11, 09, 10, 17, 18, 20, 19, 21, 22, 26, 24, 42, 40, 45, 44, 35, 34, 38, 36, 46, 48, 50, 49, 51, 52, 53, 54","PRODUCCION, PRODUCTOS TERMINADOS, BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, SERVICIO TECNICO, TDP STOCK, TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SINCLAIR STOCK, POSCOSECHA, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,FLINT,TINTA UV,Nacional,UN,,,13.0,,2025-10-31,2025-11-12,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57908,TINTA UV PURPLE UFO4-0011 FLINT,PROD. TINTAS,,,,,1900-01-01,Error en procesamiento,5.0,26376.8,131884.0,"54, 53, 52, 51, 49, 50, 48, 46, 36, 38, 34, 35, 44, 45, 40, 42, 24, 26, 22, 21, 19, 20, 18, 17, 10, 09, 11, 12, 16, 15, 13, 14, 07, 08, 06, 05, 02, 01, 03, 04","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, POSCOSECHA, SINCLAIR STOCK, CONTAINER, RRHH, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, TINTAS, MAURICIO DAVIS, POSCOSECHA MUESTRAS, MAURICIO MEDINA, BODEGA CLIENTES, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, TDP STOCK, SERVICIO TECNICO, NOTAS DE CREDITO, MPRIMA SOBRE STOCK, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO, PRODUCTOS TERMINADOS, PRODUCCION",0.0,0.0,,FLINT,TINTA UV,Nacional,UN,,,145.0,,2025-10-31,2025-07-03,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57909,TINTA UV RHODAMINE UFO3-0003 FLINT,PROD. TINTAS,,,,,1900-01-01,Error en procesamiento,27.5,23247.5273,639307.0,"04, 03, 01, 02, 05, 06, 08, 07, 14, 13, 15, 16, 12, 11, 09, 10, 17, 18, 20, 19, 21, 22, 26, 24, 42, 40, 45, 44, 35, 34, 38, 36, 46, 48, 50, 49, 51, 52, 53, 54","PRODUCCION, PRODUCTOS TERMINADOS, BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, SERVICIO TECNICO, TDP STOCK, TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SINCLAIR STOCK, POSCOSECHA, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,FLINT,TINTA UV,Nacional,UN,,,13.0,,2025-10-31,2025-11-12,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57918,CITROSOL AK EXTRA UE 5K,POSCOSECHA CERAS,,,,6800001023,2023-12-14,Error en procesamiento,2.0,1.0,2.0,48,POSCOSECHA,0.0,0.0,,- Ningún fabricante -,,Consignacion,UN,,,712.0,,2025-09-10,2023-12-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57919,PLANTSEAL TROPICAL 5K,POSCOSECHA CERAS,,,,713000823,2023-12-14,Error en procesamiento,3.0,1.0,3.0,20,POSCOSECHA MUESTRAS,0.0,0.0,,- Ningún fabricante -,,Consignacion,UN,,,712.0,,,2023-12-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57920,CITROSOL AK EXTRA LIMON UE 5K,POSCOSECHA CERAS,,,,780000123,2023-12-14,Error en procesamiento,3.0,1.0,3.0,20,POSCOSECHA MUESTRAS,0.0,0.0,,- Ningún fabricante -,,Consignacion,UN,,,712.0,,,2023-12-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57921,FOTOCELULA SUPRES FONDO,POSCOSECHA REPUESTO,,,,,1900-01-01,Error en procesamiento,2.0,146684.0,293368.0,"54, 53, 52, 51, 50, 48, 38, 35, 21, 20, 17, 13, 08, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, SERV.TECNICO SAMSON, POSCOSECHA, RRHH, BODEGA GESLOG INTEGRAL, TINTAS, POSCOSECHA MUESTRAS, BODEGA CLIENTES, TDP STOCK, MPRIMA SOBRE STOCK, BODEGA COSTEO",0.0,0.0,,CITROSOL,,Consignacion,UN,,,712.0,,,2023-12-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57922,PEDESTAL INOX ARMARIO ULV 500*200,POSCOSECHA REPUESTO,,,,,1900-01-01,Error en procesamiento,2.0,215169.0,430338.0,"01, 08, 13, 17, 20, 21, 35, 38, 48, 50, 51, 52, 53, 54","BODEGA COSTEO, MPRIMA SOBRE STOCK, TDP STOCK, BODEGA CLIENTES, POSCOSECHA MUESTRAS, TINTAS, BODEGA GESLOG INTEGRAL, RRHH, POSCOSECHA, SERV.TECNICO SAMSON, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,CITROSOL,,Consignacion,UN,,,712.0,,,2023-12-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57923,CONTACTO AUX FONT 1C+1A NH1E11 PKZ0,POSCOSECHA REPUESTO,,,,,1900-01-01,Error en procesamiento,2.0,5296.0,10592.0,"54, 53, 52, 51, 50, 48, 38, 35, 21, 20, 17, 13, 08, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, SERV.TECNICO SAMSON, POSCOSECHA, RRHH, BODEGA GESLOG INTEGRAL, TINTAS, POSCOSECHA MUESTRAS, BODEGA CLIENTES, TDP STOCK, MPRIMA SOBRE STOCK, BODEGA COSTEO",0.0,0.0,,CITROSOL,,Consignacion,UN,,,712.0,,,2023-12-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57924,INT. PROTECTOR MOTOR 1.0A,POSCOSECHA REPUESTO,,,,,1900-01-01,Error en procesamiento,2.0,29568.5,59137.0,"01, 08, 13, 17, 20, 21, 35, 38, 48, 50, 51, 52, 53, 54","BODEGA COSTEO, MPRIMA SOBRE STOCK, TDP STOCK, BODEGA CLIENTES, POSCOSECHA MUESTRAS, TINTAS, BODEGA GESLOG INTEGRAL, RRHH, POSCOSECHA, SERV.TECNICO SAMSON, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,CITROSOL,,Consignacion,UN,,,712.0,,,2023-12-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57925,VARIADOR OMRON 3G3M1.AB004,POSCOSECHA REPUESTO,,,,,1900-01-01,Error en procesamiento,1.0,187065.0,187065.0,"54, 53, 52, 51, 50, 48, 38, 35, 21, 20, 17, 13, 08, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, SERV.TECNICO SAMSON, POSCOSECHA, RRHH, BODEGA GESLOG INTEGRAL, TINTAS, POSCOSECHA MUESTRAS, BODEGA CLIENTES, TDP STOCK, MPRIMA SOBRE STOCK, BODEGA COSTEO",0.0,0.0,,CITROSOL,,Consignacion,UN,,,712.0,,,2023-12-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57937,B00145 KIT STD SHAFT FOR ROLLER ADAPTER - T.190,ST-ETIQUETADO,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"01, 02, 03, 04, 08, 07, 06, 05, 13, 14, 16, 15, 10, 09, 11, 12, 17, 18, 20, 19, 21, 22, 24, 26, 35, 34, 38, 36, 44, 45, 40, 42, 48, 46, 50, 49, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, PRODUCCION, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, TDP STOCK, SERVICIO TECNICO, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, POSCOSECHA, SINCLAIR STOCK, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,- Ningún fabricante -,,Consignacion,UNIDAD,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57938,NSK 6002 ZZ BEARING 15X32X9,ST-ETIQUETADO,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"54, 53, 52, 51, 49, 50, 46, 48, 42, 40, 45, 44, 36, 38, 34, 35, 26, 24, 22, 21, 19, 20, 18, 17, 12, 11, 09, 10, 15, 16, 14, 13, 05, 06, 07, 08, 04, 03, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, SINCLAIR STOCK, POSCOSECHA, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, CONTAINER, RRHH, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, SIEGWERK, TINTAS, MAURICIO DAVIS, POSCOSECHA MUESTRAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, SERVICIO TECNICO, TDP STOCK, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, MPRIMA SOBRE STOCK, PRODUCCION, PRODUCTOS TERMINADOS, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,- Ningún fabricante -,,BASE AGUA,UNIDAD,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57940,B34A07A0102 ESAGONAL SCREW FOR BIELLA,ST-ETIQUETADO,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"01, 02, 03, 04, 08, 07, 06, 05, 13, 14, 16, 15, 10, 09, 11, 12, 17, 18, 20, 19, 21, 22, 24, 26, 35, 34, 38, 36, 44, 45, 40, 42, 48, 46, 50, 49, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, PRODUCCION, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, TDP STOCK, SERVICIO TECNICO, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, POSCOSECHA, SINCLAIR STOCK, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,- Ningún fabricante -,,Consignacion,UNIDAD,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57941,B00142 KIT STD PASSIVE ROLLER - T.190,ST-ETIQUETADO,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"54, 53, 52, 51, 49, 50, 46, 48, 42, 40, 45, 44, 36, 38, 34, 35, 26, 24, 22, 21, 19, 20, 18, 17, 12, 11, 09, 10, 15, 16, 14, 13, 05, 06, 07, 08, 04, 03, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, SINCLAIR STOCK, POSCOSECHA, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, CONTAINER, RRHH, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, SIEGWERK, TINTAS, MAURICIO DAVIS, POSCOSECHA MUESTRAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, SERVICIO TECNICO, TDP STOCK, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, MPRIMA SOBRE STOCK, PRODUCCION, PRODUCTOS TERMINADOS, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,- Ningún fabricante -,,BASE AGUA,UNIDAD,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57960,Q4625A HP B.C.S FILM ROLL FOR WS6000,PROD. INSUMOS DIGITAL,,,,,1900-01-01,Error en procesamiento,0.0,564077.0,0.0,"01, 02, 04, 08, 10, 17, 20, 21, 35, 38, 36, 50, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCCION, MPRIMA SOBRE STOCK, DIFERENCIAS DE INV. P.T., BODEGA CLIENTES, POSCOSECHA MUESTRAS, TINTAS, BODEGA GESLOG INTEGRAL, RRHH, CONTAINER, SERV.TECNICO SAMSON, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,FERROSTA AL,,Consignacion,KG,,,,,,,,2.0,0.0,,,,0.0,0.0,0.0,0.0
57969,ETIQ.PRIME.D 74X140 BMO FRIGOSORNO HACIENDA POSTA DE PALETA AF A2 C3 1S 2000ETR V1223 *OBSOLETO*,PRIME DIGITAL,,,,6806,2023-12-18,Error en procesamiento,2860.0,15.9955,45747.0,06,PRODUCTOS RECHAZADOS,0.0,0.0,,- Ningún fabricante -,,Consignacion,UNIDAD,0.013933,39.84838,154.0,2025-10-20,2025-06-24,2025-06-24,,0.0,0.0,96518090-C,FRIGORIFICO DE OSORNO SA,,12000.0,12000.0,0.0,12000.0
57974,ETIQ.PRIME.D 200X100 TERM.P BLUMAR MEMBERS MARK COM PELE AF A1 C3 1S 2000ETR V1223 (3057039),PRIME DIGITAL,,,,14428.1,2025-06-27,Error en procesamiento,200.0,28.345,5669.0,07,NOTAS DE CREDITO,0.0,0.0,,- Ningún fabricante -,,Consignacion,UNID.,0.024554,4.9108,151.0,2025-06-27,2025-06-27,2025-06-27,,0.0,0.0,76653690-C,SALMONES BLUMAR S.A.,,45000.0,47600.0,0.0,47600.0
57978,LAMINADO 330MM HG FASCOVER AD,PROD. MAT.PRIMA,,,,7475,2025-10-22,Error en procesamiento,144.0,1028.8125,148149.0,04,PRODUCCION,110.0,0.0,FASCOVER,AVERY,,Consignacion,M2,,,34.0,,2025-11-08,2025-10-22,,0.0,0.0,90227000-C,VIÑA CONCHA Y TORO S.A.,,336.0,369.6,0.0,0.0
57995,B33A30A08 CARTER PER TRITO/GIOVE DX,ST-ETIQUETADO,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"54, 53, 52, 51, 50, 49, 48, 46, 36, 38, 35, 34, 44, 45, 40, 42, 21, 22, 24, 26, 20, 19, 17, 18, 10, 09, 11, 12, 13, 14, 16, 15, 08, 07, 06, 05, 04, 03, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA, SINCLAIR STOCK, CONTAINER, RRHH, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, TINTAS, SIEGWERK, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, POSCOSECHA MUESTRAS, MAURICIO DAVIS, BODEGA CLIENTES, MAURICIO MEDINA, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, TDP STOCK, SERVICIO TECNICO, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, PRODUCCION, PRODUCTOS TERMINADOS, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,- Ningún fabricante -,,Consignacion,UNIDAD,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57996,C24A04A13 TOOTH PULLEY 30-XL-037 FORO ø15,ST-ETIQUETADO,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"01, 02, 03, 04, 05, 06, 07, 08, 15, 16, 14, 13, 12, 11, 09, 10, 18, 17, 19, 20, 26, 24, 22, 21, 42, 40, 45, 44, 34, 35, 38, 36, 46, 48, 49, 50, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, PRODUCCION, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, MPRIMA SOBRE STOCK, TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, SERVICIO TECNICO, TDP STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., MAURICIO MEDINA, BODEGA CLIENTES, MAURICIO DAVIS, POSCOSECHA MUESTRAS, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, SIEGWERK, TINTAS, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, RRHH, CONTAINER, SINCLAIR STOCK, POSCOSECHA, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,- Ningún fabricante -,,Consignacion,UNIDAD,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
57998,LAMINADO 330MM PAPEL SINTETICO 180 micras,PROD. MAT.PRIMA,,,,"6498, 6498.4",2025-05-12,Error en procesamiento,7920.0,946.0659,7492841.0,02,MATERIAS PRIMAS E INSUMOS,0.0,0.0,SINTETICO YUPO,MICROGEO,,BASE AGUA,,,,165.0,,2025-05-30,2025-06-13,,0.0,0.0,1-C,SIN NOTA DE VENTA,,16640.0,16640.0,0.0,0.0
57999,LAMINADO 100MM PAPEL SINTETICO 180 micras MIC,PROD. MAT.PRIMA,,,,"123, 2923.1, 456, 6497, 6497.1, 6497.2, 6497.3, 6498, 6498.4",2023-12-14,Error en procesamiento,5160.0,942.0558,4861006.0,"02, 24","MATERIAS PRIMAS E INSUMOS, SALDO MATERIAS PRIMAS",0.0,0.0,SINTETICO YUPO,MICROGEO,,BASE AGUA,,,,165.0,,2025-06-30,2025-06-13,,0.0,0.0,76813613-C,SERVICIOS BLOCK AND CUSTOCK SPA,,180.0,210.0,0.0,0.0
58014,TINTA UV PROCESS BLACK 032 UFO8-0082-428N FLINT,PROD. TINTAS,,,,"7490, 7617, 7666",2025-10-22,Error en procesamiento,111.5,18597.6413,2073637.0,21,TINTAS,0.0,0.0,,FLINT,,Nacional,KILOS,,,8.0,,2025-10-31,2025-11-17,,10.0,0.0,,,,0.0,0.0,0.0,0.0
58020,LAMINADO 325MM PAPEL SINTETICO 180 micras MIC,PROD. MAT.PRIMA,,,,"123, 3772",2024-05-15,Error en procesamiento,2275.0,843.1749,1918223.0,02,MATERIAS PRIMAS E INSUMOS,0.0,0.0,SINTETICO YUPO,MICROGEO,,BASE AGUA,,,,209.0,,2025-05-31,2025-04-30,,0.0,0.0,78129190-C,SIN NOTA DE VENTA,,15360.0,15360.0,0.0,0.0
58022,LAMINADO 165 WINEGLASS (MANUAL) 10939 RI,PROD. MAT.PRIMA,,,,6363,2025-04-22,Error en procesamiento,770.95,726.946,560439.0,07,NOTAS DE CREDITO,165.0,0.0,WINEGLASS,RITRAMA,33673,Consignacion,M2,,,148.0,,2025-07-09,2025-06-30,,8000.0,0.0,89530600-C,SOCIEDAD COMERCIALIZADORA SANPERR LTDA,,1650.0,1656.25,0.0,0.0
58027,LECTOR TIRAS QUANTOFIX,POSCOSECHA MAQUINA,,,,,1900-01-01,Error en procesamiento,0.0,1610522.0,0.0,"54, 53, 52, 51, 48, 38, 21, 20, 13, 08, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, POSCOSECHA, RRHH, TINTAS, POSCOSECHA MUESTRAS, TDP STOCK, MPRIMA SOBRE STOCK, BODEGA COSTEO",0.0,0.0,,CITROSOL,,Consignacion,UN,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,11.0
